"pitcher","pitcher_name","pitch_hand","n_pitches","team_id","ball_angle","relative_release_ball_x","release_ball_z","relative_shoulder_x","shoulder_z"
669372,"Ginn, J.T.","R",388,133,"43.8",-1.7513482337862232,5.557577319587629,-0.0855383099490968,3.9588098682397046
669373,"Skubal, Tarik","L",626,116,"46.3",1.9854230622674338,6.1493130990415334,0.24466025097811417,4.332284140170736
669387,"Mlodzinski, Carmen","R",505,134,"33.5",-2.011321731281138,5.346772277227723,-0.12983785090273733,4.099220581352253
669432,"Rogers, Trevor","L",509,110,"22.3",2.3921582058758992,5.780019646365423,0.13666971062759806,4.855837184686341
669438,"Englert, Mason","R",214,139,"41.8",-2.0199038195285706,6.015420560747663,-0.25013843395472035,4.43135136230363
669461,"Liberatore, Matthew","L",481,138,"47.2",1.573941985910193,6.6209147609147605,-0.009347059750000948,4.913451827372415
669467,"Pallante, Andre","R",524,138,"57.5",-1.435859224270049,5.992519083969466,-0.23171464141867712,4.099482949442789
669622,"Bender, Anthony","R",217,146,"16.1",-2.5132084742572043,5.450184331797235,-0.3097262841206864,4.814973438642319
669711,"Weissert, Greg","R",216,111,"16.6",-2.7334459834331164,4.991898148148148,-0.5138977829768271,4.328878159041395
669923,"Kirby, George","R",628,136,"33.7",-1.8969009739350868,5.746003184713376,0.1210692940552017,4.400883073617403
669947,"Scholtens, Jesse","R",305,139,"40.5",-1.8608279913796772,5.805245901639345,-0.03850488588878174,4.247263407264545
670036,"Festa, Matt","R",203,114,"34.1",-1.9231524949338323,5.0919211822660095,-0.21763650896095116,3.9345978991596637
670167,"Schreiber, John","R",192,118,"7.2",-2.9927467637915877,4.401822916666667,-0.726358044600416,4.114949486129679
